TimeStamp (UTC)," ""Latitude"""," ""Longitude"""," ""Altitude (Meter ASL)"""," ""Drone Yaw""",CO2 (ppm),Wind Direction,,Wind Speed
UTC 221221 124330 5 9 ,53.32979202,5.934686184,18.29,329.79,548,245°,,  8.21 m/s
UTC 221221 124335 5 9 ,53.3298111,5.934751034,18.66,169.14,543,250°,,  6.92 m/s
UTC 221221 124340 5 9 ,53.32947159,5.934958935,19.27,158.19,534,239°,,  6.92 m/s
UTC 221221 124346 5 9 ,53.32938766,5.935007095,19.37,160.54,523,243°,,  7.58 m/s
UTC 221221 124350 5 9 ,53.329216,5.935094357,19.36,165.02,514,247°,,  7.48 m/s
UTC 221221 124355 5 9 ,53.32899857,5.935186386,19.25,164.69,506,250°,,  7.47 m/s
UTC 221221 124415 5 9 ,53.32816315,5.935534477,18.9,166.1,514,239°,,  7.94 m/s
UTC 221221 124420 5 9 ,53.32816696,5.935533524,20.83,166.05,523,245°,,  7.04 m/s
UTC 221221 124425 5 9 ,53.32816696,5.935526371,28.61,297.26,534,240°,,  7.96 m/s
UTC 221221 124428 5 9 ,53.32818985,5.934976578,28.6,257.13,482,247°,,  7.20 m/s
UTC 221221 124434 5 9 ,53.32811356,5.934577465,28.67,250.04,477,254°,,  7.97 m/s
UTC 221221 124439 5 9 ,53.32804108,5.934223652,23.57,326.63,498,244°,,  7.83 m/s
