TimeStamp (UTC)," ""Latitude"""," ""Longitude"""," ""Altitude (Meter ASL)"""," ""Drone Yaw""",CO2 (ppm),Wind Direction,,Wind Speed
UTC 221221 131449 5 9 ,53.32835007,5.93278122,28.41,346.11,463,202°,,  9.31 m/s
UTC 221221 131455 5 9 ,53.32857132,5.932701111,28.51,346.22,475,198°,,  9.53 m/s
UTC 221221 131500 5 9 ,53.32878876,5.932622433,28.4,345.9,498,203°,,  11.04 m/s
UTC 221221 131505 5 9 ,53.3290062,5.932538033,28.42,346.44,523,198°,,  13.45 m/s
UTC 221221 131520 5 9 ,53.32966614,5.932291031,28.45,346.24,530,212°,,  14.46 m/s
UTC 221221 131525 5 9 ,53.32988739,5.932209015,28.45,346.08,534,212°,,  13.66 m/s
UTC 221221 131530 5 9 ,53.33010483,5.932129383,28.49,346.43,534,210°,,  13.20 m/s
UTC 221221 131535 5 9 ,53.33032608,5.93204689,28.45,345.92,496,209°,,  14.24 m/s
UTC 221221 131541 5 9 ,53.33050537,5.931842804,28.24,264,480,210°,,  13.59 m/s
UTC 221221 131545 5 9 ,53.33041382,5.931701183,28.02,175.96,470,209°,,  12.66 m/s
UTC 221221 131550 5 9 ,53.33020401,5.931786537,28.02,164.98,480,202°,,  9.31 m/s
UTC 221221 131555 5 9 ,53.32997894,5.931868076,28.02,165.96,477,198°,,  9.53 m/s
UTC 221221 131600 5 9 ,53.32976151,5.931947708,28.09,166.82,492,203°,,  11.04 m/s
UTC 221221 131605 5 9 ,53.32954407,5.932030201,28.01,165.94,480,198°,,  13.45 m/s
UTC 221221 131620 5 9 ,53.32888412,5.932278156,28,165.02,470,212°,,  14.46 m/s
UTC 221221 131625 5 9 ,53.32866287,5.932358265,28.06,166.8,475,212°,,  13.66 m/s
UTC 221221 131630 5 9 ,53.32844543,5.932437897,28.06,165.84,475,210°,,  13.20 m/s
UTC 221221 131635 5 9 ,53.328228,5.932523251,28.03,165.5,463,209°,,  14.24 m/s
UTC 221221 131640 5 9 ,53.32800293,5.932603359,27.96,165.66,470,210°,,  13.59 m/s
UTC 221221 131646 5 9 ,53.32778931,5.932531834,28.06,257.46,457,209°,,  12.66 m/s
UTC 221221 131650 5 9 ,53.3278656,5.932330132,27.93,345.58,486,217°,,  12.81 m/s
UTC 221221 131655 5 9 ,53.32807159,5.932267666,27.97,346.18,498,217°,,  11.83 m/s
UTC 221221 131700 5 9 ,53.32829285,5.932186127,27.96,346.31,514,211°,,  13.11 m/s
UTC 221221 131705 5 9 ,53.3285141,5.932106018,27.96,346.13,530,212°,,  14.59 m/s
UTC 221221 131710 5 9 ,53.32873535,5.932023048,27.93,346.16,514,214°,,  12.59 m/s
UTC 221221 131725 5 9 ,53.32939148,5.931780338,27.93,346.05,526,208°,,  10.31 m/s
UTC 221221 131730 5 9 ,53.32961273,5.931698322,27.93,345.77,523,205°,,  10.51 m/s
UTC 221221 131735 5 9 ,53.32982636,5.931615353,27.95,346.62,534,206°,,  10.94 m/s
UTC 221221 131740 5 9 ,53.33000565,5.931548119,27.92,346.29,526,200°,,  10.95 m/s
UTC 221221 131745 5 9 ,53.33022308,5.931467533,27.93,346.4,543,204°,,  10.82 m/s
UTC 221221 131750 5 9 ,53.33042145,5.931350231,27.9,302.16,534,204°,,  11.83 m/s
UTC 221221 131755 5 9 ,53.33033371,5.931111336,27.96,178,496,208°,,  12.35 m/s
UTC 221221 131758 5 9 ,53.33007431,5.931215286,27.98,166.45,498,207°,,  12.76 m/s
UTC 221221 131805 5 9 ,53.32989883,5.93128109,28.03,166.64,496,210°,,  10.84 m/s
UTC 221221 131810 5 9 ,53.32967758,5.931364059,28.05,166.15,486,211°,,  11.68 m/s
UTC 221221 131816 5 9 ,53.32941437,5.931460857,28.06,167.28,492,209°,,  10.84 m/s
UTC 221221 131830 5 9 ,53.32880402,5.931687832,28.14,166.36,496,214°,,  11.44 m/s
UTC 221221 131835 5 9 ,53.32858276,5.931776047,28.21,165.36,496,214°,,  12.02 m/s
UTC 221221 131840 5 9 ,53.32836533,5.931854248,28.2,166.09,486,223°,,  12.29 m/s
UTC 221221 131845 5 9 ,53.32814789,5.931937695,28.22,165.43,470,222°,,  10.69 m/
UTC 221221 131850 5 9 ,53.32792664,5.932020187,28.26,165.19,463,220°,,  11.26 m/s
UTC 221221 131856 5 9 ,53.32771683,5.931943893,28.57,260.24,443,209°,,  11.73 m/s
UTC 221221 131900 5 9 ,53.32778931,5.931741715,28.72,344.73,470,210°,,  11.24 m/s
UTC 221221 131905 5 9 ,53.32799149,5.931681156,28.64,345.89,480,220°,,  11.90 m/s
UTC 221221 131910 5 9 ,53.32821274,5.93159914,28.58,346.38,492,212°,,  12.92 m/s
UTC 221221 131915 5 9 ,53.32847977,5.931501389,28.49,346.06,502,213°,,  14.92 m/s
UTC 221221 131920 5 9 ,53.32865524,5.931435585,28.43,346.25,496,215°,,  15.46 m/s
UTC 221221 131935 5 9 ,53.32931137,5.931190014,28.25,346.21,543,208°,,  13.42 m/s
UTC 221221 131941 5 9 ,53.32957459,5.931091785,28.15,346.24,543,207°,,  12.70 m/s
UTC 221221 131945 5 9 ,53.32975006,5.93102932,28.09,346.59,555,208°,,  12.42 m/s
UTC 221221 131950 5 9 ,53.32997131,5.930945873,28.05,346.11,523,206°,,  12.57 m/s
UTC 221221 131955 5 9 ,53.33023453,5.930848122,27.94,346.43,496,207°,,  11.82 m/s
UTC 221221 132000 5 9 ,53.33034897,5.93070221,27.93,272.97,502,206°,,  9.02 m/s
UTC 221221 132005 5 9 ,53.33022308,5.930531502,27.99,165.54,480,203°,,  8.56 m/s
UTC 221221 132010 5 9 ,53.33000946,5.930624008,28.04,165.94,482,202°,,  9.31 m/s
UTC 221221 132015 5 9 ,53.32979202,5.930706024,28.13,165.91,480,206°,,  11.03 m/s
UTC 221221 132020 5 9 ,53.32957077,5.930788994,28.2,165.86,477,202°,,  12.02 m/s
UTC 221221 132040 5 9 ,53.32869339,5.931115627,28.59,165.41,482,213°,,  11.24 m/s
UTC 221221 132045 5 9 ,53.32847214,5.931194782,28.7,166.28,486,210°,,  13.07 m/s
UTC 221221 132050 5 9 ,53.3282547,5.931279659,28.82,166.14,482,212°,,  13.01 m/s
UTC 221221 132055 5 9 ,53.32803726,5.931359291,28.85,165.39,477,216°,,  11.86 m/s
UTC 221221 132100 5 9 ,53.32781601,5.931443214,28.93,165.59,475,211°,,  10.79 m/s
UTC 221221 132105 5 9 ,53.32764816,5.931436539,29.2,210.43,454,214°,,  11.21 m/s
UTC 221221 132110 5 9 ,53.32765198,5.93146801,21.32,244.71,457,217°,,  12.79 m/s
UTC 221221 132115 5 9 ,53.32776642,5.931905747,21.34,244.52,482,216°,,  11.36 m/s
UTC 221221 132120 5 9 ,53.32789612,5.932416916,21.34,243.58,523,217°,,  13.08 m/s
UTC 221221 132125 5 9 ,53.32798004,5.932970524,21.43,265.7,506,213°,,  13.87 m/s
